bank_name,year,quarter,fiscal_quarter,car,cost_to_income,debt_to_equity,liquidity_coverage,npa_ratio,roa,crisis_label
ICICI BANK,2023,Q1,FY2023-Q1,18.5836,44.8746,6.7786,130.7164,0.6658,1.8999,0
ICICI BANK,2023,Q2,FY2023-Q2,18.5872,43.7273,6.6899,129.309,0.5981,2.0228,0
ICICI BANK,2023,Q3,FY2023-Q3,18.6107,42.4052,6.572,128.4721,0.542,2.1421,0
ICICI BANK,2023,Q4,FY2023-Q4,18.6151,41.5778,6.4872,128.0,0.4993,2.2572,0
ICICI BANK,2024,Q1,FY2024-Q1,17.2274,40.7314,6.5064,127.413,0.4793,2.1619,0
ICICI BANK,2024,Q2,FY2024-Q2,16.9512,39.6171,6.4755,127.2345,0.4585,2.2731,0
ICICI BANK,2024,Q3,FY2024-Q3,16.7161,38.3683,6.4341,127.1137,0.4466,2.3783,0
ICICI BANK,2024,Q4,FY2024-Q4,16.5749,37.77,6.407,127.0,0.4406,2.4766,0
ICICI BANK,2025,Q1,FY2025-Q1,15.9578,39.4689,6.2986,126.2425,0.4517,2.2934,0
ICICI BANK,2025,Q2,FY2025-Q2,15.9678,39.2899,6.2207,125.9905,0.443,2.3774,0
ICICI BANK,2025,Q3,FY2025-Q3,16.2304,39.3468,6.0778,125.5933,0.4305,2.4526,0
ICICI BANK,2025,Q4,FY2025-Q4,16.7982,40.4736,5.8914,125.0,0.4112,2.5184,0
IDBI BANK,2015,Q1,FY2015-Q1,10.5703,44.6987,7.6199,114.6447,3.5976,2.3802,0
IDBI BANK,2015,Q2,FY2015-Q2,11.1307,43.8384,7.8234,116.049,2.9932,1.5112,0
IDBI BANK,2015,Q3,FY2015-Q3,11.5801,43.2598,7.9834,117.1481,2.7471,0.8263,0
IDBI BANK,2015,Q4,FY2015-Q4,11.9364,43.6696,8.1508,118.0,2.8195,0.303,0
IDBI BANK,2016,Q1,FY2016-Q1,11.6978,48.0109,8.7011,119.563,4.5898,-0.468,0
IDBI BANK,2016,Q2,FY2016-Q2,11.7803,48.7407,8.8365,120.0952,5.075,-0.7777,0
IDBI BANK,2016,Q3,FY2016-Q3,11.8234,49.3537,8.9325,120.5548,5.7709,-0.9938,0
IDBI BANK,2016,Q4,FY2016-Q4,11.845,50.6844,9.0454,121.0,6.6376,-1.1391,0
IDBI BANK,2017,Q1,FY2017-Q1,11.0937,55.8982,9.5002,122.6889,10.0849,-1.1768,0
IDBI BANK,2017,Q2,FY2017-Q2,10.9804,56.7918,9.5952,123.2798,10.9767,-1.2569,0
IDBI BANK,2017,Q3,FY2017-Q3,10.8967,57.1684,9.6553,124.0308,11.9393,-1.3343,0
IDBI BANK,2017,Q4,FY2017-Q4,10.8605,57.9956,9.7412,125.0,12.9326,-1.4316,0
IDBI BANK,2018,Q1,FY2018-Q1,10.3559,61.354,10.0917,127.6875,15.7376,-1.6833,0
IDBI BANK,2018,Q2,FY2018-Q2,10.3321,61.3175,10.1546,128.8606,16.3112,-1.9087,0
IDBI BANK,2018,Q3,FY2018-Q3,10.398,60.8909,10.1549,129.7284,16.5653,-2.2005,0
IDBI BANK,2018,Q4,FY2018-Q4,10.5662,61.3548,10.1388,130.0,16.3395,-2.5707,0
IDBI BANK,2019,Q1,FY2019-Q1,10.7439,65.9288,10.0664,128.9298,14.3053,-3.2918,0
IDBI BANK,2019,Q2,FY2019-Q2,11.0019,66.4251,9.9524,128.1529,12.9945,-3.8495,0
IDBI BANK,2019,Q3,FY2019-Q3,11.3441,66.6011,9.7852,127.6495,11.4537,-4.3989,0
IDBI BANK,2019,Q4,FY2019-Q4,11.7537,67.5792,9.6418,128.0,9.8977,-4.8906,0
IDBI BANK,2020,Q1,FY2020-Q1,12.2277,71.3573,9.4061,134.112,7.1342,-4.6045,0
IDBI BANK,2020,Q2,FY2020-Q2,12.6078,71.4911,9.2645,136.7029,5.932,-4.8054,0
IDBI BANK,2020,Q3,FY2020-Q3,13.0364,70.7757,9.0673,139.8173,4.9199,-4.7752,0
IDBI BANK,2020,Q4,FY2020-Q4,13.5096,70.3456,8.8466,143.0,4.102,-4.4517,0
IDBI BANK,2021,Q1,FY2021-Q1,14.1274,68.9414,8.2392,148.2159,2.9833,-2.0999,0
IDBI BANK,2021,Q2,FY2021-Q2,14.5734,67.0165,7.9303,150.3107,2.5139,-1.1548,0
IDBI BANK,2021,Q3,FY2021-Q3,15.1286,64.4581,7.6076,151.3501,2.1728,-0.2317,0
IDBI BANK,2021,Q4,FY2021-Q4,15.8238,62.6392,7.3556,151.0,1.9286,0.4807,0
IDBI BANK,2022,Q1,FY2022-Q1,17.0163,60.4881,7.1071,144.2946,1.6612,0.8877,0
IDBI BANK,2022,Q2,FY2022-Q2,17.7915,58.6567,6.9878,141.342,1.5227,0.9906,0
IDBI BANK,2022,Q3,FY2022-Q3,18.5937,56.5595,6.8694,138.0183,1.4177,0.9455,0
IDBI BANK,2022,Q4,FY2022-Q4,19.3459,55.1304,6.7592,135.0,1.3314,0.8778,0
IDBI BANK,2023,Q1,FY2023-Q1,19.5912,52.9272,6.438,130.7164,1.1817,0.8783,0
IDBI BANK,2023,Q2,FY2023-Q2,19.9542,51.1431,6.2626,129.309,1.0932,0.9714,0
IDBI BANK,2023,Q3,FY2023-Q3,20.3187,49.0729,6.0545,128.4721,1.0006,1.1068,0
IDBI BANK,2023,Q4,FY2023-Q4,20.7466,47.6216,5.8646,128.0,0.9007,1.254,0
IDBI BANK,2024,Q1,FY2024-Q1,20.9546,45.7699,5.5313,127.413,0.6537,1.359,0
IDBI BANK,2024,Q2,FY2024-Q2,21.3827,44.2563,5.3707,127.2345,0.5413,1.4916,0
IDBI BANK,2024,Q3,FY2024-Q3,21.931,42.6058,5.2072,127.1137,0.4319,1.6122,0
IDBI BANK,2024,Q4,FY2024-Q4,22.5939,41.5948,5.0694,127.0,0.3329,1.7242,0
IDBI BANK,2025,Q1,FY2025-Q1,23.2347,41.181,4.8333,126.2425,0.2087,1.7172,0
IDBI BANK,2025,Q2,FY2025-Q2,23.8602,40.2658,4.7131,125.9905,0.1528,1.832,0
IDBI BANK,2025,Q3,FY2025-Q3,24.5924,39.3042,4.5845,125.5933,0.1297,1.9482,0
IDBI BANK,2025,Q4,FY2025-Q4,25.4258,39.026,4.473,125.0,0.1468,2.0691,0
IDFC FIRST BANK,2017,Q1,FY2017-Q1,10.8533,73.1551,6.1275,103.9061,3.7787,-3.4916,0
IDFC FIRST BANK,2017,Q2,FY2017-Q2,14.839,45.4314,6.0854,113.4887,3.462,-1.1686,0
IDFC FIRST BANK,2017,Q3,FY2017-Q3,17.6934,26.0049,6.0729,120.388,3.2064,0.4611,0
IDFC FIRST BANK,2017,Q4,FY2017-Q4,19.5793,13.9891,6.1195,125.0,3.0055,1.4943,0
IDFC FIRST BANK,2018,Q1,FY2018-Q1,19.6913,9.2548,6.5179,129.221,2.8665,1.8337,0
IDFC FIRST BANK,2018,Q2,FY2018-Q2,19.8947,8.1893,6.6212,130.4473,2.7274,1.9624,0
IDFC FIRST BANK,2018,Q3,FY2018-Q3,19.6169,10.8405,6.722,130.5748,2.6225,1.7856,0
IDFC FIRST BANK,2018,Q4,FY2018-Q4,19.0211,16.3653,6.8544,130.0,2.5454,1.4003,0
IDFC FIRST BANK,2019,Q1,FY2019-Q1,15.9337,35.7167,7.343,128.5189,2.5782,0.0694,0
IDFC FIRST BANK,2019,Q2,FY2019-Q2,14.9335,42.7299,7.4721,127.7277,2.5091,-0.5212,0
IDFC FIRST BANK,2019,Q3,FY2019-Q3,14.0881,48.6692,7.5664,127.4227,2.448,-1.0295,0
IDFC FIRST BANK,2019,Q4,FY2019-Q4,13.5604,53.3653,7.6648,128.0,2.3888,-1.3585,0
IDFC FIRST BANK,2020,Q1,FY2020-Q1,12.9249,56.1563,7.9262,134.2221,2.5149,-1.1092,0
IDFC FIRST BANK,2020,Q2,FY2020-Q2,13.0088,55.587,7.9657,136.8168,2.4532,-0.9954,0
IDFC FIRST BANK,2020,Q3,FY2020-Q3,13.2942,53.2377,7.9441,139.8781,2.4525,-0.8019,0
IDFC FIRST BANK,2020,Q4,FY2020-Q4,13.6416,50.8149,7.9035,143.0,2.5454,-0.627,0
IDFC FIRST BANK,2021,Q1,FY2021-Q1,13.5398,48.0627,7.8017,148.1864,3.3458,-0.4302,0
IDFC FIRST BANK,2021,Q2,FY2021-Q2,13.6767,45.9242,7.6923,150.2801,3.5555,-0.4182,0
IDFC FIRST BANK,2021,Q3,FY2021-Q3,13.8739,44.441,7.5559,151.3338,3.7699,-0.4387,0
IDFC FIRST BANK,2021,Q4,FY2021-Q4,14.1998,44.8491,7.4591,151.0,3.9258,-0.4494,0
IDFC FIRST BANK,2022,Q1,FY2022-Q1,14.7062,51.9992,7.5136,144.3026,4.091,-0.2223,0
IDFC FIRST BANK,2022,Q2,FY2022-Q2,15.1832,54.2845,7.4837,141.3501,4.0005,-0.131,0
IDFC FIRST BANK,2022,Q3,FY2022-Q3,15.733,55.9303,7.4574,138.0227,3.8362,-0.0082,0
IDFC FIRST BANK,2022,Q4,FY2022-Q4,16.2908,56.9443,7.4732,135.0,3.6223,0.1358,0
IDFC FIRST BANK,2023,Q1,FY2023-Q1,16.3511,53.9265,7.7017,130.7143,3.1967,0.4765,0
IDFC FIRST BANK,2023,Q2,FY2023-Q2,16.6269,51.2391,7.7343,129.3068,2.9298,0.6543,0
IDFC FIRST BANK,2023,Q3,FY2023-Q3,16.8645,47.7614,7.7396,128.4709,2.6762,0.8198,0
IDFC FIRST BANK,2023,Q4,FY2023-Q4,17.0723,45.2363,7.7559,128.0,2.4573,0.9614,0
IDFC FIRST BANK,2024,Q1,FY2024-Q1,16.3496,45.2577,7.8674,127.4136,2.2498,1.0211,0
IDFC FIRST BANK,2024,Q2,FY2024-Q2,16.3293,44.6251,7.8475,127.2352,2.1085,1.1073,0
IDFC FIRST BANK,2024,Q3,FY2024-Q3,16.3237,44.4868,7.7903,127.1142,2.0043,1.1691,0
IDFC FIRST BANK,2024,Q4,FY2024-Q4,16.3516,45.3939,7.7462,127.0,1.9286,1.2122,0
IDFC FIRST BANK,2025,Q1,FY2025-Q1,15.58,49.5189,7.7611,126.242,1.9079,1.0877,0
IDFC FIRST BANK,2025,Q2,FY2025-Q2,15.5355,50.2645,7.7073,125.9898,1.8438,1.1083,0
IDFC FIRST BANK,2025,Q3,FY2025-Q3,15.58,50.3699,7.6307,125.5926,1.7817,1.1271,0
IDFC FIRST BANK,2025,Q4,FY2025-Q4,15.7325,50.4789,7.5807,125.0,1.7132,1.1495,0
INDIAN BANK,2015,Q1,FY2015-Q1,13.9784,33.0035,10.751,114.6447,0.8259,1.3275,0
INDIAN BANK,2015,Q2,FY2015-Q2,13.4201,29.6859,10.8844,116.049,1.4468,0.9792,0
INDIAN BANK,2015,Q3,FY2015-Q3,13.1238,27.1172,10.9275,117.1481,1.986,0.7291,0
INDIAN BANK,2015,Q4,FY2015-Q4,13.0529,25.6485,10.9569,118.0,2.4475,0.5643,0
INDIAN BANK,2016,Q1,FY2016-Q1,12.7288,25.631,11.1159,119.563,3.5208,0.3614,0
INDIAN BANK,2016,Q2,FY2016-Q2,12.847,25.2353,11.0845,120.0952,3.7777,0.3236,0
INDIAN BANK,2016,Q3,FY2016-Q3,13.0823,25.1241,11.0059,120.5548,3.9734,0.3328,0
INDIAN BANK,2016,Q4,FY2016-Q4,13.398,25.6485,10.9569,121.0,4.1118,0.3762,0
INDIAN BANK,2017,Q1,FY2017-Q1,13.33,28.6576,11.1323,122.6889,4.4851,0.4769,0
INDIAN BANK,2017,Q2,FY2017-Q2,13.5414,29.2834,11.1084,123.2798,4.4666,0.5597,0
INDIAN BANK,2017,Q3,FY2017-Q3,13.7251,29.7008,11.0799,124.0308,4.4029,0.6384,0
INDIAN BANK,2017,Q4,FY2017-Q4,13.8446,30.3464,11.1247,125.0,4.2978,0.7001,0
INDIAN BANK,2018,Q1,FY2018-Q1,12.9953,32.5043,11.6878,127.6875,4.2086,0.6186,0
INDIAN BANK,2018,Q2,FY2018-Q2,12.8373,32.5945,11.8162,128.8606,4.0199,0.6215,0
INDIAN BANK,2018,Q3,FY2018-Q3,12.7265,32.4778,11.9364,129.7284,3.8505,0.5992,0
INDIAN BANK,2018,Q4,FY2018-Q4,12.7383,32.8776,12.1105,130.0,3.73,0.5538,0
INDIAN BANK,2019,Q1,FY2019-Q1,12.5902,35.5645,12.6859,128.9298,3.8629,0.3219,0
INDIAN BANK,2019,Q2,FY2019-Q2,12.7803,35.9888,12.8268,128.1529,3.8064,0.2406,0
INDIAN BANK,2019,Q3,FY2019-Q3,13.0697,36.0792,12.8571,127.6495,3.7547,0.1699,0
INDIAN BANK,2019,Q4,FY2019-Q4,13.4082,36.3198,12.815,128.0,3.6712,0.1254,0
INDIAN BANK,2020,Q1,FY2020-Q1,13.4654,36.7846,12.6717,134.112,3.5349,0.1396,0
INDIAN BANK,2020,Q2,FY2020-Q2,13.6885,36.1419,12.4582,136.7029,3.3407,0.1675,0
INDIAN BANK,2020,Q3,FY2020-Q3,13.9681,35.2151,12.2647,139.8173,3.1685,0.2152,0
INDIAN BANK,2020,Q4,FY2020-Q4,14.3318,34.8368,12.2687,143.0,3.0643,0.2717,0
INDIAN BANK,2021,Q1,FY2021-Q1,14.6622,36.4572,13.2705,148.2159,3.3041,0.3576,0
INDIAN BANK,2021,Q2,FY2021-Q2,15.0477,36.4024,13.6274,150.3107,3.3147,0.4173,0
INDIAN BANK,2021,Q3,FY2021-Q3,15.4862,36.3444,13.9447,151.3501,3.3313,0.4726,0
INDIAN BANK,2021,Q4,FY2021-Q4,15.9456,36.9042,14.1775,151.0,3.2992,0.5225,0
INDIAN BANK,2022,Q1,FY2022-Q1,15.9768,39.8509,14.1958,144.2946,3.0034,0.5394,0
INDIAN BANK,2022,Q2,FY2022-Q2,16.2417,40.2536,14.037,141.342,2.7856,0.5821,0
INDIAN BANK,2022,Q3,FY2022-Q3,16.5073,40.2795,13.7513,138.0183,2.5161,0.6212,0
INDIAN BANK,2022,Q4,FY2022-Q4,16.778,40.5429,13.5061,135.0,2.2223,0.6583,0
INDIAN BANK,2023,Q1,FY2023-Q1,16.3529,40.7517,13.3476,130.7164,1.6082,0.6553,0
INDIAN BANK,2023,Q2,FY2023-Q2,16.4527,40.0684,13.2176,129.309,1.3312,0.6988,0
INDIAN BANK,2023,Q3,FY2023-Q3,16.5782,38.7963,13.0596,128.4721,1.0837,0.7476,0
INDIAN BANK,2023,Q4,FY2023-Q4,16.7373,37.6305,12.9145,128.0,0.8811,0.8046,0
INDIAN BANK,2024,Q1,FY2024-Q1,16.2332,34.5117,12.5461,127.413,0.6305,0.8559,0
INDIAN BANK,2024,Q2,FY2024-Q2,16.2986,32.6721,12.306,127.2345,0.5295,0.94,0
INDIAN BANK,2024,Q3,FY2024-Q3,16.4435,30.5885,12.0047,127.1137,0.4636,1.0285,0
INDIAN BANK,2024,Q4,FY2024-Q4,16.6866,28.9243,11.732,127.0,0.421,1.1182,0
INDIAN BANK,2025,Q1,FY2025-Q1,16.7884,27.0395,11.3685,126.2425,0.3351,1.141,0
INDIAN BANK,2025,Q2,FY2025-Q2,17.0963,25.7823,11.1415,125.9905,0.3025,1.2304,0
INDIAN BANK,2025,Q3,FY2025-Q3,17.5636,24.8516,10.9315,125.5933,0.2567,1.311,0
INDIAN BANK,2025,Q4,FY2025-Q4,18.2091,24.8362,10.8229,125.0,0.186,1.3794,0
INDIAN OVERSEAS BANK,2015,Q1,FY2015-Q1,13.3542,22.792,15.8569,114.6447,0.0,2.0143,0
INDIAN OVERSEAS BANK,2015,Q2,FY2015-Q2,11.8617,31.808,15.9673,116.049,1.0805,1.0444,0
INDIAN OVERSEAS BANK,2015,Q3,FY2015-Q3,10.853,37.3985,15.9684,117.1481,3.5746,0.33,0
INDIAN OVERSEAS BANK,2015,Q4,FY2015-Q4,10.2616,40.8859,15.9703,118.0,5.5607,-0.1672,0
INDIAN OVERSEAS BANK,2016,Q1,FY2016-Q1,9.4699,43.5927,16.1794,119.563,9.4265,-0.6731,0
INDIAN OVERSEAS BANK,2016,Q2,FY2016-Q2,9.3902,43.3651,16.1275,120.0952,10.4237,-0.8756,0
INDIAN OVERSEAS BANK,2016,Q3,FY2016-Q3,9.5274,42.022,16.0211,120.5548,11.1386,-0.9763,1
INDIAN OVERSEAS BANK,2016,Q4,FY2016-Q4,9.815,40.8859,15.9703,121.0,11.6403,-1.0136,1
INDIAN OVERSEAS BANK,2017,Q1,FY2017-Q1,10.0169,43.3524,16.3286,122.6889,13.3203,-0.9708,1
INDIAN OVERSEAS BANK,2017,Q2,FY2017-Q2,10.2953,43.0622,16.3321,123.2798,13.4223,-1.004,1
INDIAN OVERSEAS BANK,2017,Q3,FY2017-Q3,10.5276,43.9272,16.3344,124.0308,13.5246,-1.089,1
INDIAN OVERSEAS BANK,2017,Q4,FY2017-Q4,10.6474,47.3882,16.4484,125.0,13.6962,-1.2644,1
INDIAN OVERSEAS BANK,2018,Q1,FY2018-Q1,9.8235,64.1472,17.0152,127.6875,15.1634,-1.6865,1
INDIAN OVERSEAS BANK,2018,Q2,FY2018-Q2,9.597,70.1128,17.1605,128.8606,15.262,-2.0336,1
INDIAN OVERSEAS BANK,2018,Q3,FY2018-Q3,9.4172,74.722,17.1307,129.7284,15.252,-2.3154,1
INDIAN OVERSEAS BANK,2018,Q4,FY2018-Q4,9.3989,77.6478,16.9281,130.0,15.0081,-2.4348,1
INDIAN OVERSEAS BANK,2019,Q1,FY2019-Q1,9.5032,75.4979,15.7654,128.9298,13.8053,-1.8073,1
INDIAN OVERSEAS BANK,2019,Q2,FY2019-Q2,9.7787,71.9814,15.1204,128.1529,12.8753,-1.5746,1
INDIAN OVERSEAS BANK,2019,Q3,FY2019-Q3,10.1036,67.7576,14.4174,127.6495,11.7684,-1.3911,1
INDIAN OVERSEAS BANK,2019,Q4,FY2019-Q4,10.3632,66.0608,13.8942,128.0,10.583,-1.4108,1
INDIAN OVERSEAS BANK,2020,Q1,FY2020-Q1,10.2084,72.8277,13.883,134.112,8.2548,-1.9728,0
INDIAN OVERSEAS BANK,2020,Q2,FY2020-Q2,10.2086,75.3255,13.832,136.7029,7.1309,-2.4816,0
INDIAN OVERSEAS BANK,2020,Q3,FY2020-Q3,10.3752,76.862,13.8842,139.8173,6.134,-2.9225,0
INDIAN OVERSEAS BANK,2020,Q4,FY2020-Q4,10.8808,76.7093,14.0515,143.0,5.3258,-3.0828,0
INDIAN OVERSEAS BANK,2021,Q1,FY2021-Q1,12.6975,63.9841,14.5115,148.2159,4.439,-1.6345,0
INDIAN OVERSEAS BANK,2021,Q2,FY2021-Q2,13.7719,56.9016,14.6128,150.3107,4.0206,-0.9888,0
INDIAN OVERSEAS BANK,2021,Q3,FY2021-Q3,14.8154,48.8675,14.5391,151.3501,3.7289,-0.2665,0
INDIAN OVERSEAS BANK,2021,Q4,FY2021-Q4,15.5498,42.6866,14.3109,151.0,3.5048,0.3239,0
INDIAN OVERSEAS BANK,2022,Q1,FY2022-Q1,14.716,39.4177,13.1902,144.2946,3.1919,0.6608,0
INDIAN OVERSEAS BANK,2022,Q2,FY2022-Q2,14.4467,38.2158,12.5997,141.342,2.9746,0.7381,0
INDIAN OVERSEAS BANK,2022,Q3,FY2022-Q3,14.1298,38.1123,11.9594,138.0183,2.7736,0.6879,0
INDIAN OVERSEAS BANK,2022,Q4,FY2022-Q4,14.0374,38.8005,11.4623,135.0,2.5944,0.6165,0
INDIAN OVERSEAS BANK,2023,Q1,FY2023-Q1,14.4419,39.877,11.2233,130.7164,2.316,0.5806,0
INDIAN OVERSEAS BANK,2023,Q2,FY2023-Q2,14.954,39.3787,11.0998,129.309,2.1541,0.6337,0
INDIAN OVERSEAS BANK,2023,Q3,FY2023-Q3,15.6418,38.4002,11.0515,128.4721,1.9847,0.7145,0
INDIAN OVERSEAS BANK,2023,Q4,FY2023-Q4,16.3415,37.8526,11.0833,128.0,1.7916,0.7942,0
INDIAN OVERSEAS BANK,2024,Q1,FY2024-Q1,16.5881,38.1845,11.3286,127.413,1.2558,0.7718,0
INDIAN OVERSEAS BANK,2024,Q2,FY2024-Q2,16.9002,37.6622,11.3361,127.2345,1.0133,0.8076,0
INDIAN OVERSEAS BANK,2024,Q3,FY2024-Q3,17.1924,36.9302,11.2887,127.1137,0.7731,0.8298,0
INDIAN OVERSEAS BANK,2024,Q4,FY2024-Q4,17.529,36.5645,11.2516,127.0,0.558,0.8464,0
INDIAN OVERSEAS BANK,2025,Q1,FY2025-Q1,17.9604,35.5208,11.2244,126.2425,0.3571,0.7966,0
INDIAN OVERSEAS BANK,2025,Q2,FY2025-Q2,18.3862,34.5531,11.1329,125.9905,0.2579,0.83,0
INDIAN OVERSEAS BANK,2025,Q3,FY2025-Q3,19.0567,33.0459,10.9767,125.5933,0.2519,0.8822,0
INDIAN OVERSEAS BANK,2025,Q4,FY2025-Q4,20.0361,31.4824,10.8184,125.0,0.3622,0.9614,0
INDUSIND BANK,2015,Q1,FY2015-Q1,6.4697,24.9695,7.3241,114.6447,0.3647,1.5432,0
INDUSIND BANK,2015,Q2,FY2015-Q2,8.8238,24.1629,7.0209,116.049,0.3321,1.7284,0
INDUSIND BANK,2015,Q3,FY2015-Q3,10.7401,23.3941,6.7786,117.1481,0.3124,1.8737,0
INDUSIND BANK,2015,Q4,FY2015-Q4,12.2713,23.0591,6.6275,118.0,0.3035,1.9855,0
INDUSIND BANK,2016,Q1,FY2016-Q1,13.9447,23.5541,6.6383,119.563,0.3362,1.8444,0
INDUSIND BANK,2016,Q2,FY2016-Q2,14.7395,23.315,6.6016,120.0952,0.3378,1.9079,0
INDUSIND BANK,2016,Q3,FY2016-Q3,15.3179,23.0179,6.5878,120.5548,0.344,1.9563,0
INDUSIND BANK,2016,Q4,FY2016-Q4,15.7325,23.0591,6.6275,121.0,0.3524,1.996,0
INDUSIND BANK,2017,Q1,FY2017-Q1,15.3304,24.0812,6.9596,122.6889,0.3903,1.791,0
INDUSIND BANK,2017,Q2,FY2017-Q2,15.3886,24.0198,7.0364,123.2798,0.3922,1.8301,0
INDUSIND BANK,2017,Q3,FY2017-Q3,15.4408,23.8002,7.0967,124.0308,0.3901,1.8789,0
INDUSIND BANK,2017,Q4,FY2017-Q4,15.5397,23.8325,7.1743,125.0,0.3818,1.9437,0
INDUSIND BANK,2018,Q1,FY2018-Q1,15.0,24.9296,7.581,127.6875,0.4285,1.8131,0
INDUSIND BANK,2018,Q2,FY2018-Q2,15.0646,24.8,7.6586,128.8606,0.4182,1.8977,0
INDUSIND BANK,2018,Q3,FY2018-Q3,15.1609,24.65,7.747,129.7284,0.4358,1.9622,0
INDUSIND BANK,2018,Q4,FY2018-Q4,15.2554,25.0322,7.9179,130.0,0.4993,1.9855,0
INDUSIND BANK,2019,Q1,FY2019-Q1,14.4466,27.7813,8.6139,128.9298,0.8718,1.5979,0
INDUSIND BANK,2019,Q2,FY2019-Q2,14.3471,28.3815,8.8541,128.1529,0.9976,1.5271,0
INDUSIND BANK,2019,Q3,FY2019-Q3,14.3063,28.743,8.997,127.6495,1.1144,1.4665,0
INDUSIND BANK,2019,Q4,FY2019-Q4,14.3724,29.2049,9.0206,128.0,1.1846,1.4525,0
INDUSIND BANK,2020,Q1,FY2020-Q1,14.2433,30.8346,8.5217,134.112,1.1499,1.3795,0
INDUSIND BANK,2020,Q2,FY2020-Q2,14.4401,30.6283,8.217,136.7029,1.0822,1.4776,0
INDUSIND BANK,2020,Q3,FY2020-Q3,14.7829,30.4537,7.8384,139.8173,0.9864,1.5691,0
INDUSIND BANK,2020,Q4,FY2020-Q4,15.2656,31.2139,7.5171,143.0,0.8909,1.6093,0
INDUSIND BANK,2021,Q1,FY2021-Q1,15.9184,36.6832,7.2574,148.2159,0.7963,1.2207,0
INDUSIND BANK,2021,Q2,FY2021-Q2,16.453,38.3009,7.131,150.3107,0.7403,1.1125,0
INDUSIND BANK,2021,Q3,FY2021-Q3,17.0417,39.5482,7.047,151.3501,0.7018,1.0032,0
INDUSIND BANK,2021,Q4,FY2021-Q4,17.6407,40.6593,7.0194,151.0,0.6755,0.9405,0
INDUSIND BANK,2022,Q1,FY2022-Q1,17.7833,40.7719,7.1183,144.2946,0.6778,0.9485,0
INDUSIND BANK,2022,Q2,FY2022-Q2,18.1198,39.8487,7.1046,141.342,0.6572,1.0464,0
INDUSIND BANK,2022,Q3,FY2022-Q3,18.4245,38.1938,7.0692,138.0183,0.6405,1.185,0
INDUSIND BANK,2022,Q4,FY2022-Q4,18.6963,36.7918,7.0509,135.0,0.6266,1.3376,0
INDUSIND BANK,2023,Q1,FY2023-Q1,18.0041,34.6463,7.1038,130.7164,0.6324,1.4611,0
INDUSIND BANK,2023,Q2,FY2023-Q2,18.0163,33.2517,7.0708,129.309,0.6139,1.61,0
INDUSIND BANK,2023,Q3,FY2023-Q3,18.0483,31.7693,7.0088,128.4721,0.5958,1.7494,0
INDUSIND BANK,2023,Q4,FY2023-Q4,18.1279,30.7486,6.9598,128.0,0.5776,1.881,0
INDUSIND BANK,2024,Q1,FY2024-Q1,17.3449,29.9138,6.9586,127.413,0.5852,1.8181,0
INDUSIND BANK,2024,Q2,FY2024-Q2,17.3413,29.0024,6.9024,127.2345,0.5652,1.9228,0
INDUSIND BANK,2024,Q3,FY2024-Q3,17.3922,28.1952,6.8322,127.1137,0.5545,1.9906,0
INDUSIND BANK,2024,Q4,FY2024-Q4,17.4884,28.1025,6.7967,127.0,0.558,2.0064,0
INDUSIND BANK,2025,Q1,FY2025-Q1,16.6118,31.888,6.9855,126.2425,0.7347,1.3623,0
INDUSIND BANK,2025,Q2,FY2025-Q2,16.5579,32.5938,6.9994,125.9905,0.768,1.1854,0
INDUSIND BANK,2025,Q3,FY2025-Q3,16.5183,33.7491,7.0282,125.5933,0.8314,0.9106,0
INDUSIND BANK,2025,Q4,FY2025-Q4,16.4836,36.1105,7.1223,125.0,0.93,0.5225,0
KARNATAKA BANK,2015,Q1,FY2015-Q1,16.3496,22.3989,9.034,114.6447,1.6695,1.3207,0
KARNATAKA BANK,2015,Q2,FY2015-Q2,14.5282,21.2327,11.3358,116.049,1.7754,1.1457,0
KARNATAKA BANK,2015,Q3,FY2015-Q3,13.3041,20.1349,12.8912,117.1481,1.8639,1.0251,0
KARNATAKA BANK,2015,Q4,FY2015-Q4,12.5962,19.4779,13.8814,118.0,1.9384,0.951,0
KARNATAKA BANK,2016,Q1,FY2016-Q1,11.6922,19.634,14.571,119.563,2.2289,0.7675,0
KARNATAKA BANK,2016,Q2,FY2016-Q2,11.6211,19.3195,14.6383,120.0952,2.2548,0.7572,0
KARNATAKA BANK,2016,Q3,FY2016-Q3,11.821,19.1434,14.3481,120.5548,2.2776,0.7688,0
KARNATAKA BANK,2016,Q4,FY2016-Q4,12.2104,19.4779,13.8814,121.0,2.3006,0.7942,0
KARNATAKA BANK,2017,Q1,FY2017-Q1,12.5687,22.7947,12.6549,122.6889,2.5481,0.729,0
KARNATAKA BANK,2017,Q2,FY2017-Q2,12.9566,23.5516,12.0511,123.2798,2.5481,0.7571,0
KARNATAKA BANK,2017,Q3,FY2017-Q3,13.294,24.4767,11.487,124.0308,2.5592,0.7745,0
KARNATAKA BANK,2017,Q4,FY2017-Q4,13.4995,26.0624,11.1268,125.0,2.5846,0.7733,0
KARNATAKA BANK,2018,Q1,FY2018-Q1,12.6059,31.3917,11.3485,127.6875,2.8717,0.5969,0
KARNATAKA BANK,2018,Q2,FY2018-Q2,12.3857,32.9876,11.4071,128.8606,2.8835,0.5557,0
KARNATAKA BANK,2018,Q3,FY2018-Q3,12.2132,33.9208,11.5292,129.7284,2.8953,0.5217,0
